Date,,CMR,XIC,XIU,XBB,XSB,XIN,XEM,XSP,XQQ,XRE,Absolute,Total,Running ROR,34.20%
"Oct 31 2017",,0.075043,2.724865,3.005766,1.627799,0.590791,3.315727,6.452811,2.386297,4.646615,1.989689,,1.99%,,
"Nov 30 2017",,0.073019,0.469757,0.699668,0.797788,0.141788,-0.803801,-0.452178,3.097316,1.986536,2.153293,,2.15%,,
"Dec 31 2017",,0.074098,1.191621,1.108300,-0.405933,-0.459030,0.893447,0.682785,1.033991,0.378129,1.395375,,1.40%,,
"Jan 31 2018",,0.089471,-1.397578,-1.409736,-0.828296,-0.246030,1.286652,6.030445,5.466060,8.433069,0.137067,,0.14%,,
"Feb 28 2018",,0.083242,-3.010541,-3.079233,0.139822,0.266421,-3.607197,-1.721374,-3.973599,-1.348239,-1.019102,,-1.02%,,
"Mar 31 2018",,0.090980,-0.156737,-0.213043,0.772593,0.177418,-1.153552,1.153048,-2.648887,-4.055857,2.108034,,2.11%,,
"Apr 30 2018",,0.104774,1.815315,1.640316,-0.892447,-0.089208,3.629438,-3.375098,0.284377,0.304532,0.010431,,0.01%,,
"May 31 2018",,0.104776,3.116238,3.325307,0.812746,0.160493,-0.205224,-1.471151,2.345002,5.604871,3.053582,,3.05%,,
"Jun 30 2018",,0.101715,1.694184,1.910527,0.573573,0.227898,-0.840187,-3.293296,0.417329,0.980043,1.463176,,1.46%,,
"Jul 31 2018",,0.112659,1.154464,1.653856,-0.777348,-0.168096,3.047883,2.462574,3.610242,2.637357,1.170814,,1.17%,,
"Aug 31 2018",,0.116142,-0.813018,-1.192559,0.776279,0.354387,-1.858462,-3.626315,3.161049,5.891587,2.555908,,2.56%,,
"Sep 30 2018",,0.111266,-0.881497,-1.131911,-0.990152,-0.214380,1.621873,-1.449488,0.411247,-0.379966,-0.379190,,-0.38%,,
"Oct 31 2018",,0.134784,-6.257824,-5.726602,-0.644682,-0.123523,-6.501852,-7.307483,-6.915075,-8.855663,-1.716118,,-1.72%,,
"Nov 30 2018",,0.132257,1.389383,2.261365,1.028802,0.595423,0.557728,6.160000,1.898591,-0.170578,1.903362,,1.90%,,
"Dec 31 2018",,0.144538,-5.388260,-5.546634,1.343458,0.861524,-6.596915,-1.053615,-9.270536,-9.156992,-3.467217,,-3.47%,,
"Jan 31 2019",,0.148625,8.711042,8.345454,1.350425,0.678707,5.513586,6.078808,7.511329,8.645872,7.348368,,7.35%,,
"Feb 28 2019",,0.135224,3.147473,2.819994,0.173932,0.201378,3.529791,-1.257747,3.146176,2.816726,3.758011,,3.76%,,
"Mar 31 2019",,0.134622,1.016707,0.947834,2.349958,0.845423,1.747098,2.575407,1.803547,3.966784,3.752549,,3.75%,,
"Apr 30 2019",,0.141247,3.217379,3.913007,-0.124353,0.237518,3.588982,3.048552,3.921654,5.421099,-3.380848,,-3.38%,,
"May 31 2019",,0.132773,-3.053084,-3.082751,1.704931,0.520321,-4.754742,-6.869036,-6.389559,-8.416595,1.612337,,1.61%,,
"Jun 30 2019",,0.118351,2.521254,2.207661,0.927868,0.146066,4.028535,2.508952,6.590321,7.369226,0.130343,,0.13%,,
"Jul 31 2019",,0.137562,0.351740,0.219672,0.136620,-0.033780,0.111046,-2.187686,1.440082,2.260398,1.504249,,1.50%,,
"Aug 31 2019",,0.126615,0.442218,0.503462,1.889106,0.669041,-1.645015,-2.641750,-1.749358,-2.018330,4.052700,,4.05%,,
"Sep 30 2019",,0.131891,1.689741,1.942192,-0.858256,-0.396933,3.871678,1.315758,1.812031,0.735502,2.636459,,2.64%,,
"Oct 31 2019",,0.129374,-0.847221,-0.950236,-0.165392,0.227614,1.608232,3.416679,2.077022,4.236096,-0.458532,,-0.46%,,
"Nov 30 2019",,0.121086,3.588083,3.461290,0.513710,0.069862,2.244893,0.956304,3.675240,4.079665,1.811927,,1.81%,,
"Dec 31 2019",,0.135229,0.455614,-0.064704,-1.206484,-0.162768,1.074893,4.805172,2.734974,3.823433,-2.251656,,-2.25%,,
"Jan 31 2020",,0.132179,1.746209,2.034647,2.917046,1.042561,-1.874244,-4.286781,-0.019009,3.010615,4.347669,,4.35%,,
"Feb 29 2020",,0.119574,-5.884500,-5.685501,0.692477,0.643825,-6.751757,-2.339999,-8.603454,-5.917006,-3.344442,,-3.34%,,
"Mar 31 2020",,0.112166,-17.314352,-15.264676,-2.101992,0.100342,-14.037622,-10.677367,-13.136209,-8.088425,-27.245579,,-27.25%,,
"Apr 30 2020",,0.065106,10.767179,9.067302,3.809789,1.326428,4.747559,4.751136,12.327723,14.786409,6.406570,,6.41%,,
"May 31 2020",,0.024693,3.029675,3.100760,0.307497,0.277137,5.138741,2.463278,4.781652,6.210381,-2.109751,,-2.11%,,
"Jun 30 2020",,0.010958,2.458839,2.180283,1.687377,0.509973,2.553976,4.940422,1.789307,6.197774,2.812996,,2.81%,,
"Jul 31 2020",,0.000794,4.477028,4.011925,1.294093,0.482424,-2.197444,6.446057,5.707195,7.201289,1.081353,,1.08%,,
"Aug 31 2020",,0.003668,2.338488,2.453258,-1.159621,0.066039,3.670457,0.069215,6.767428,10.740267,-1.818160,,-1.82%,,
"Sep 30 2020",,0.001748,-2.059991,-2.035105,0.309549,0.154000,-0.424233,1.472595,-3.933641,-5.830412,-0.860732,,-0.86%,,
"Oct 31 2020",,0.000730,-3.106401,-3.688472,-0.751513,0.012390,-3.431322,1.213788,-2.517862,-3.202852,-2.403544,,-2.40%,,
"Nov 30 2020",,0.000840,10.538894,10.392559,1.018264,0.217893,11.840534,5.916153,10.594192,10.802755,17.631010,,17.63%,,
"Dec 31 2020",,0.000918,1.723386,1.400207,0.379335,0.241099,2.717946,5.137870,3.614186,4.935457,-2.655886,,-2.66%,,
"Jan 31 2021",,0.000576,-0.267690,-0.470536,-1.122735,0.115615,-0.069670,3.443675,-1.049235,0.273572,0.267199,,0.27%,1.003,0.27%
"Feb 28 2021",,0.000460,4.372737,4.773701,-2.539621,-0.813177,2.606487,-0.120945,2.736868,-0.068713,3.880622,,3.88%,1.042,4.16%
"Mar 31 2021",,0.000698,3.854807,4.381043,-1.507904,0.087627,5.322354,-1.436812,4.443240,1.403483,4.706318,,4.71%,1.091,9.06%
"Apr 30 2021",,0.000334,2.379287,2.169486,0.045656,0.168260,1.227797,-0.944839,5.154542,5.709446,4.573691,,4.57%,1.140,14.05%
"May 31 2021",,0.000582,3.431152,3.799354,0.614312,0.069885,2.302242,-0.187842,0.647821,-1.182642,2.660994,,2.66%,1.171,17.08%
"Jun 30 2021",,-0.000008,2.474732,2.722189,0.979466,-0.195203,1.234475,3.390433,2.264704,6.518519,3.412226,,3.41%,1.211,21.08%
"Jul 31 2021",,0.000054,0.798125,0.825936,1.018763,0.360837,0.451299,-5.680759,2.452098,2.799994,4.571155,,4.57%,1.266,26.61%
"Aug 31 2021",,0.000206,1.625061,1.386658,-0.157078,0.037477,1.967381,2.803370,3.047097,4.246475,1.062520,,1.06%,1.280,27.96%
"Sep 30 2021",,0.000000,-2.222733,-2.012915,-1.386127,-0.346784,-1.597892,-3.636014,-4.748538,-5.727925,-3.127699,,-3.13%,1.240,23.96%
"Oct 31 2021",,0.000128,4.997061,5.349093,-1.063404,-1.101980,2.894218,-1.114831,6.871075,7.738531,5.980883,,5.98%,1.314,31.37%
"Nov 30 2021",,0.000116,-1.622425,-1.146637,0.841821,0.210645,-2.382340,-0.746029,-0.750992,1.918075,-4.104541,,-4.10%,1.260,25.98%
"Dec 31 2021",,0.000294,3.045589,3.403624,1.686778,0.373852,3.354684,-0.254977,4.412973,1.099611,6.527308,,6.53%,1.342,34.20%
